id;ip;Q1;Q2A;Q2B;Q2C;Q2D;Q2E;Q2F;Q3A;Q3B;Q4A;Q4B;Q4C;Q5A;Q5B;Q5C;Q5D;Q5E;Q5F;Q5G;Q5H;Q6A;Q6B;Q7A;Q7B;Q7C;Q7D;Q7E;Q7F;Q7G;Q7H;Q7I;Q8A;Q8B;Q8C;Q8D;Q8E;Q8F;Q8G;Q8H;Q9;Q10;Q11A;Q11B;Q12A;Q12B;Q13A;Q13B;Q14
1313;216.208.69.215;Non;Oui;Non;Non;Oui;Non;;;;;;;;;;;;;;;;;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise professionnelle;;Industriel;;Un homme;;Étudiant étranger;;
34;67.71.241.135;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q45;Q41;Q42;4;5;5;5;5;3;5;3;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
38;10.200.58.212;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q48;Q46;Q41;4;3;4;4;3;4;4;5;Q62;;Non;Oui;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Étudiant étranger;;non merci
42;132.207.211.191;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q48;Q43;2;2;2;1;2;3;4;5;Q64;Q63;Non;Non;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Industriel;;Un homme;;Étudiant étranger;;non
43;10.200.42.35;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q42;Q41;;5;4;3;3;3;4;5;5;Q61;Q62;Oui;Non;Oui;Oui;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
54;132.207.54.228;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q42;Q43;2;3;4;4;3;3;3;5;Q62;Q64;Oui;Oui;Oui;Non;Non;Oui;Oui;Non;;Non;Non;Non;Non;Non;Non;Non;Je ne sais pas;Maîtrise recherche;;Civil;;Un homme;;Citoyen canadien;;Je suis en traitement des eaux. J'ai cette impression (je ne sais pas à quel point elle est vrai) qu'il serait difficile pour moi de me lancer en affaire dans mon domaine, dans la situation actuelle (Sans expérience professionnelle particulière ni beaucoup d'argent). Cet aspect représente, pour moi, le frein à mes réflexions.
57;142.119.34.46;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q42;Q45;2;4;2;2;3;4;4;3;Q61;Q63;Oui;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Industriel;;Un homme;;Étudiant étranger;;
68;132.207.24.113;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q48;Q47;Q45;5;5;4;4;3;5;5;5;Q62;Q63;Oui;Non;Oui;Non;Non;Non;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Citoyen canadien;;
69;10.200.2.196;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q42;Q46;Q48;2;3;4;5;2;3;5;3;Q61;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
79;10.200.56.109;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q46;Q41;Q47;2;3;4;4;4;4;4;4;Q61;Q63;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Électrique;;Une femme;;Citoyen canadien;;
83;132.207.66.53;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q47;Q42;Q41;4;5;5;4;4;5;4;5;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Résident permanent;;
96;132.207.66.122;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q48;Q43;4;4;5;3;5;5;5;5;Q62;Q64;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
97;10.200.40.168;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q42;Q41;Q45;4;5;3;4;4;4;5;4;Q61;Q64;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
101;10.200.29.100;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q42;Q45;1;2;3;2;3;3;2;2;Q64;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
114;132.207.54.215;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q41;Q48;4;4;4;3;3;4;4;5;Q62;Q61;Non;Oui;Oui;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Un homme;;Étudiant étranger;;
117;10.200.11.3;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q47;Q46;Q45;4;5;3;4;1;3;4;3;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Citoyen canadien;;
118;10.200.21.66;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q48;Q47;Q45;3;3;1;1;1;2;4;5;Q61;Q62;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Électrique;;Une femme;;Citoyen canadien;;
119;132.207.234.149;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q48;Q43;Q46;4;5;5;;5;5;5;5;Q64;Q63;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
121;184.162.218.190;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q47;Q48;3;5;4;4;4;5;4;5;Q61;;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Chimique;;Une femme;;Étudiant étranger;;
123;10.200.61.20;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q41;Q48;Q43;1;2;4;4;3;2;2;3;Q61;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Énergétique et nucléaire;;Un homme;;Étudiant étranger;;Non, merci !
152;10.200.39.20;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q42;Q41;Q44;4;3;5;4;4;5;5;5;Q64;Q61;Non;Non;Non;Non;Non;Oui;Non;Non;;Non;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
176;10.200.47.4;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q47;Q42;Q48;5;5;5;5;5;5;5;5;Q62;Q64;Oui;Non;Oui;Non;Oui;Non;Non;Non;;Non;Non;Oui;Oui;Non;Oui;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;
211;206.167.243.2;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q42;Q47;4;4;5;1;1;5;5;4;Q61;Q63;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Non;Oui;Non;Oui;;Maîtrise recherche;;Civil;;Une femme;;Citoyen canadien;;
229;10.200.42.194;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q48;Q44;Q43;5;3;5;5;3;4;5;5;Q61;Q64;Non;Oui;Non;Oui;Non;Non;Non;Non;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Biomédical;;Une femme;;Étudiant étranger;;Je suis en fin de cursus, c'est pourquoi j'ai mis ne pas désirer d'informations sur les possibilités à Poly, mais bon courage et merci!
238;10.200.5.40;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q48;Q42;Q41;3;4;5;5;5;4;5;5;Q64;Q62;Non;Oui;Non;Non;Non;Non;Non;Oui;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;
292;10.200.33.82;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q41;Q48;4;4;4;2;2;5;3;4;Q62;Q61;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Aérospatial;;Un homme;;Citoyen canadien;;
299;24.157.150.21;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q41;Q42;Q43;3;3;4;4;4;3;3;4;Q61;Q64;Non;Oui;Non;Non;Non;Oui;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Un homme;;Citoyen canadien;;
318;10.200.29.193;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q41;Q44;3;4;3;4;4;4;4;4;Q63;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Oui;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Un homme;;Étudiant étranger;;
330;10.200.28.154;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q42;Q48;Q43;3;5;4;5;5;4;5;5;Q64;Q62;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Citoyen canadien;;
392;10.10.6.124;Oui;Oui;Non;Non;Non;Non;;Q3A4;;Q46;Q47;Q48;4;3;5;5;4;4;5;4;Q64;Q62;Oui;Oui;Non;Oui;Non;Non;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;Présence pendant les Journées carrières et stages.;Maîtrise recherche;;Chimique;;Un homme;;Citoyen canadien;;
420;132.207.70.99;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q45;5;5;3;3;2;2;5;2;Q61;Q62;Oui;Non;Non;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Étudiant étranger;;
465;37.168.78.228;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q43;Q48;5;3;5;5;5;2;5;5;Q61;Q64;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Une femme;;Étudiant étranger;;
472;10.10.7.103;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q42;Q45;Q47;5;5;5;5;5;5;5;5;Q64;Q61;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Logiciel;;Une femme;;Résident permanent;;no
489;10.200.25.61;Oui;Oui;Non;Non;Non;Non;;Q3A4;;Q41;Q43;Q48;4;5;4;3;3;5;5;5;Q62;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Oui;Oui;Non;;Maîtrise recherche;;Chimique;;Un homme;;Citoyen canadien;;Les résources à poly ont l'air d'être pour des gens qui ont déjà une idée d'entreprise. Pour ceux qui aimeraient creer une entreprise et n'ont pas déjà des idées ou produits, il sempble pas y avoir des resourses ou ateliers. S'il y en a, mettez de l'accent dessus.
497;70.83.66.151;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q45;Q42;Q43;1;2;2;1;1;1;1;2;Q64;Q61;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Un homme;;Citoyen canadien;;
526;99.230.181.138;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q46;Q48;Q42;5;5;5;5;5;5;5;5;Q64;Q61;Non;Oui;Oui;Non;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Étudiant étranger;;
548;10.200.41.63;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q45;Q42;Q41;3;4;5;4;5;4;4;5;Q61;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Électrique;;Un homme;;Étudiant étranger;;
569;132.207.37.26;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q45;Q48;Q46;1;1;1;3;3;3;1;1;Q62;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Un homme;;Étudiant étranger;;
589;10.200.49.102;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q43;5;5;5;5;5;5;5;5;Q64;Q63;Non;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Civil;;Une femme;;Citoyen canadien;;
615;65.38.72.132;Oui;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q45;3;4;4;5;2;5;5;4;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Chimique;;Une femme;;Résident permanent;;
680;96.22.91.18;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q41;Q43;Q45;3;3;4;4;4;5;5;2;Q61;Q64;Oui;Non;Oui;Non;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Un homme;;Citoyen canadien;;
704;50.100.101.31;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q42;Q43;Q48;5;5;4;4;3;4;5;5;Q64;Q63;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Un homme;;Étudiant étranger;;
713;198.58.172.143;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q44;Q46;Q42;5;5;5;4;5;5;5;5;Q64;Q61;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Une femme;;Étudiant étranger;;
729;38.108.91.250;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q41;Q43;Q47;3;4;4;5;5;4;4;4;Q64;Q61;Oui;Non;Non;Non;Non;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Un homme;;Étudiant étranger;;
767;172.97.136.5;Peut-être;Non;Oui;Oui;Non;Non;;Q3A4;;Q42;Q47;Q44;3;5;4;;4;4;5;4;Q61;Q64;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
783;173.176.131.253;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q42;Q48;Q41;3;5;5;5;2;5;5;5;Q63;Q61;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Citoyen canadien;;
786;104.204.204.98;Peut-être;Non;Non;Non;Non;Oui;;Q3A4;;Q42;Q45;Q41;3;5;5;3;5;5;3;4;Q63;Q61;Non;Non;Non;Non;Non;Oui;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Minéral;;Une femme;;Étudiant étranger;;
849;10.200.48.160;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q48;Q47;Q41;4;4;2;1;4;1;1;1;Q64;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Civil;;Une femme;;Citoyen canadien;;
876;132.207.70.10;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q41;Q48;Q47;1;;2;3;;4;;5;Q61;Q62;Non;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Étudiant étranger;;
892;132.207.100.155;Peut-être;Non;Oui;Non;Non;Non;;Q3A4;;Q41;Q42;Q45;4;4;5;3;2;3;4;4;Q61;Q62;Non;Oui;Non;Non;Non;Oui;Non;Non;;Non;Non;Oui;Non;Oui;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Étudiant étranger;;
908;70.53.187.217;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q45;Q48;;3;5;3;3;3;3;4;4;Q64;Q61;Non;Non;Non;Non;Oui;Non;Non;Non;;Oui;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Un homme;;Citoyen canadien;;
949;70.48.156.169;Oui;Oui;Oui;Oui;Non;Non;;Q3A4;;Q48;Q47;Q42;4;5;5;5;4;4;5;5;Q61;Q64;Non;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
972;132.207.49.150;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q43;Q48;Q46;1;3;;5;3;5;4;;Q64;Q61;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Industriel;;Un homme;;Résident permanent;;
982;10.200.16.209;Oui;Non;Oui;Non;Non;Non;;Q3A4;;Q45;Q41;Q48;5;5;5;5;2;3;3;4;Q63;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Logiciel;;Une femme;;Étudiant étranger;;
986;96.20.152.239;Peut-être;Oui;Non;Non;Non;Non;;Q3A4;;Q41;Q46;Q48;3;5;5;4;4;5;4;4;Q61;Q64;Non;Non;Oui;Non;Non;Non;Oui;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Civil;;Une femme;;Étudiant étranger;;
1009;99.230.181.138;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q46;Q41;;;;;;;;;;Q61;Q64;Oui;Non;Oui;Non;Non;Non;Non;Non;;Non;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Chimique;;Un homme;;Étudiant étranger;;
1103;132.207.132.20;Oui;Oui;Non;Oui;Non;Non;;Q3A4;;Q41;Q43;Q47;4;5;4;3;2;4;5;4;Q61;Q62;Oui;Non;Oui;Oui;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Métallurgique;;Une femme;;Étudiant étranger;;
1106;174.95.119.96;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q43;Q47;Q42;5;5;5;3;3;5;5;5;Q62;Q64;Oui;Oui;Non;Oui;Oui;Oui;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Informatique;;Un homme;;Citoyen canadien;;
1113;10.200.46.86;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q42;Q43;Q48;3;4;4;5;5;4;4;4;Q62;Q61;Oui;Oui;Oui;Oui;Oui;Oui;Non;Non;;Non;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Un homme;;Citoyen canadien;;
1225;142.119.98.44;Peut-être;Non;Non;Oui;Non;Non;;Q3A4;;Q42;Q44;Q41;3;2;4;5;5;4;5;5;Q64;Q63;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
1227;10.200.27.117;Oui;Non;Non;Non;Oui;Non;;Q3A4;;Q42;Q41;Q47;2;2;2;2;1;5;5;5;Q63;Q62;Non;Non;Non;Oui;Non;Oui;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Un homme;;Citoyen canadien;;Beau format de sondage et bien fonctionnel.
1270;10.200.47.75;Peut-être;Oui;Oui;Oui;Non;Non;;Q3A4;;Q48;Q45;Q41;3;4;4;4;4;3;3;5;Q64;Q61;Oui;Oui;Oui;Non;Oui;Non;Non;Non;;Oui;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Physique;;Un homme;;Citoyen canadien;;
1293;10.200.41.178;Peut-être;Non;Non;Non;Oui;Oui;;Q3A4;;Q42;Q41;Q48;4;4;5;4;3;5;5;5;Q64;;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Non;Non;Oui;;Maîtrise recherche;;Chimique;;Un homme;;Citoyen canadien;;
1305;184.151.114.53;Oui;Oui;Non;Oui;Non;Non;;Q3A4;;Q47;Q41;Q42;4;5;5;4;4;5;5;5;Q64;Q61;Non;Oui;Non;Non;Oui;Non;Non;Non;;Oui;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Civil;;Une femme;;Citoyen canadien;;
1333;132.204.220.94;Peut-être;Non;Non;Non;Oui;Non;;Q3A4;;Q48;Q45;Q41;3;5;5;3;3;5;5;4;Q64;Q61;Oui;Non;Oui;Non;Non;Non;Oui;Non;;Non;Non;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Aérospatial;;Une femme;;Étudiant étranger;;
1336;206.167.243.2;Peut-être;Oui;Oui;Non;Non;Non;;Q3A4;;Q41;Q43;;1;;3;4;4;5;2;4;Q61;Q64;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Chimique;;Une femme;;Citoyen canadien;;
1368;184.163.35.211;Oui;Non;Non;Oui;Non;Non;;Q3A4;;Q45;Q48;Q46;;5;;;4;4;5;5;Q62;Q63;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Civil;;Un homme;;Résident permanent;;
20;132.207.169.64;Oui;Oui;Non;Non;Non;Non;;Q3A1;;Q41;Q42;Q44;1;1;1;1;1;1;1;1;Q63;Q61;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Ne souhaite pas répondre;;Citoyen canadien;;
295;132.207.45.156;Oui;Oui;Non;Oui;Non;Non;;Q3A1;;Q41;Q48;Q46;3;3;5;;5;5;5;5;Q61;Q63;Oui;Oui;Non;Non;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Physique;;Un homme;;Citoyen canadien;;
515;10.200.13.13;Oui;Non;Oui;Oui;Non;Non;;Q3A1;;Q42;Q41;Q48;2;3;5;5;5;5;5;5;Q61;Q62;Oui;Non;Oui;Non;Non;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Électrique;;Un homme;;Étudiant étranger;;
805;104.163.170.108;Oui;Oui;Oui;Oui;Non;Non;;Q3A1;;Q42;Q47;Q48;4;3;5;4;3;3;3;4;Q62;Q61;Oui;Oui;Non;Oui;Oui;Non;Non;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Une femme;;Citoyen canadien;;
855;10.200.54.115;Oui;Oui;Oui;Oui;Non;Non;;Q3A1;;Q42;Q47;Q48;5;5;4;5;4;5;5;5;Q62;Q61;Oui;Oui;Oui;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Oui;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Citoyen canadien;;
1196;10.200.55.91;Oui;Non;Non;Oui;Non;Non;;Q3A1;;Q42;Q41;Q47;5;4;2;4;4;4;5;3;Q64;Q61;Oui;Oui;Oui;Oui;Oui;Non;Oui;Non;;Oui;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Mécanique;;Un homme;;Citoyen canadien;;
1235;10.200.56.33;Oui;Non;Non;Non;Non;Non;Oui, en tant qu 'un projet de Academics for Development;Q3A1;;Q48;Q43;Q45;2;3;1;2;1;3;3;1;Q61;Q64;Non;Oui;Oui;Oui;Non;Non;Oui;Non;;Oui;Oui;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Biomédical;;Un homme;;Étudiant étranger;;L'idée de l'entreprenariat est vraiment à encourager et promouvoir pour nous étudiants mais aussi futurs ingénieurs
36;10.10.6.103;Oui;Oui;Oui;Non;Non;Non;;Q3A3;;Q42;Q46;Q41;4;5;5;5;5;5;5;5;Q61;Q64;Oui;Oui;Oui;Oui;Non;Non;Oui;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Industriel;;Une femme;;Étudiant étranger;;
178;37.173.248.173;Peut-être;Non;Non;Oui;Non;Non;;Q3A3;;Q45;Q48;Q43;5;3;4;4;3;2;1;5;Q64;Q62;Non;Oui;Oui;Non;Non;Non;Non;Non;;Non;Oui;Non;Non;Oui;Oui;Non;;Maîtrise recherche;;Informatique;;Un homme;;Étudiant étranger;;Pas de comentaire.
243;10.200.50.104;Oui;Oui;Non;Non;Non;Non;;Q3A3;;Q46;Q41;Q48;1;2;3;5;5;2;2;5;Q64;Q62;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Non;Non;Oui;Non;Non;;Maîtrise recherche;;Physique;;Ne souhaite pas répondre;;Étudiant étranger;;
381;10.200.10.232;Oui;Oui;Non;Non;Non;Non;;Q3A3;;;;;3;3;3;3;3;2;5;4;;;Oui;Non;Non;Non;Non;Oui;Non;Non;;Non;Oui;Oui;Non;Non;Non;Non;;Maîtrise recherche;;Civil;;Une femme;;Étudiant étranger;;
549;10.200.41.176;Oui;Oui;Oui;Oui;Non;Non;;Q3A3;;Q47;Q42;Q46;3;5;5;5;5;5;5;3;Q64;Q62;Non;Oui;Non;Non;Non;Non;Non;Non;;Non;Non;Oui;Oui;Oui;Non;Non;;Maîtrise recherche;;Chimique;;Ne souhaite pas répondre;;Résident permanent;;
583;70.53.206.240;Oui;Oui;Non;Oui;Non;Non;;Q3A3;;Q45;Q46;Q42;5;4;5;5;5;3;4;5;Q61;Q62;Non;Oui;Non;Non;Non;Non;Non;Non;;Oui;Non;Non;Oui;Non;Non;Non;;Maîtrise recherche;;Électrique;;Un homme;;Citoyen canadien;;
744;70.53.185.187;Oui;Non;Oui;Oui;Non;Non;;Q3A3;;Q43;Q47;Q42;2;2;5;3;4;4;4;3;Q62;Q63;Oui;Oui;Non;Non;Non;Non;Non;Non;;Oui;Oui;Non;Non;Non;Non;Non;Par des gens des comités étudiants ou des rencontres à Polytechnique;Maîtrise recherche;;Aérospatial;;Un homme;;Citoyen canadien;;
791;107.179.254.14;Peut-être;Non;Oui;Non;Non;Non;;Q3A3;;Q43;Q46;Q41;5;5;5;5;5;5;3;5;Q61;Q64;Non;Non;Non;Non;Non;Non;Non;Oui;;Non;Non;Oui;Oui;Non;Non;Non;;Maîtrise recherche;;Mathématiques de l'ingénieur;;Une femme;;Étudiant étranger;;
